pK,pL,value
543/640<=pK<=869/1024,657/2560<=pL<=263/1024, 	Unknown
869/1024<=pK<=2173/2560,657/2560<=pL<=263/1024, 	Unknown
543/640<=pK<=869/1024,263/1024<=pL<=329/1280, 	Unknown
869/1024<=pK<=2173/2560,263/1024<=pL<=329/1280, 	Unknown
1087/1280<=pK<=4349/5120,41/160<=pL<=1313/5120, 	Unknown
4349/5120<=pK<=435/512,41/160<=pL<=1313/5120, 	Unknown
1087/1280<=pK<=4349/5120,1313/5120<=pL<=657/2560, 	Unknown
4349/5120<=pK<=435/512,1313/5120<=pL<=657/2560, 	Unknown
435/512<=pK<=4351/5120,41/160<=pL<=1313/5120, 	Unknown
4351/5120<=pK<=17/20,41/160<=pL<=1313/5120, 	Unknown
435/512<=pK<=4351/5120,1313/5120<=pL<=657/2560, 	Unknown
4351/5120<=pK<=17/20,1313/5120<=pL<=657/2560, 	Unknown
33/40<=pK<=845/1024,135/512<=pL<=1351/5120, 	Unknown
845/1024<=pK<=2113/2560,135/512<=pL<=1351/5120, 	Unknown
33/40<=pK<=845/1024,1351/5120<=pL<=169/640, 	Unknown
845/1024<=pK<=2113/2560,1351/5120<=pL<=169/640, 	Unknown
2113/2560<=pK<=4227/5120,135/512<=pL<=1351/5120, 	Unknown
4227/5120<=pK<=1057/1280,135/512<=pL<=1351/5120, 	Unknown
2113/2560<=pK<=4227/5120,1351/5120<=pL<=169/640, 	Unknown
4227/5120<=pK<=1057/1280,1351/5120<=pL<=169/640, 	Unknown
1057/1280<=pK<=4229/5120,337/1280<=pL<=1349/5120, 	Unknown
4229/5120<=pK<=423/512,337/1280<=pL<=1349/5120, 	Unknown
1057/1280<=pK<=4229/5120,1349/5120<=pL<=135/512, 	Unknown
4229/5120<=pK<=423/512,1349/5120<=pL<=135/512, 	Unknown
423/512<=pK<=4231/5120,337/1280<=pL<=1349/5120, 	Unknown
4231/5120<=pK<=529/640,337/1280<=pL<=1349/5120, 	Unknown
423/512<=pK<=4231/5120,1349/5120<=pL<=135/512, 	Unknown
4231/5120<=pK<=529/640,1349/5120<=pL<=135/512, 	Unknown
1057/1280<=pK<=4229/5120,135/512<=pL<=1351/5120, 	Unknown
4229/5120<=pK<=423/512,135/512<=pL<=1351/5120, 	Unknown
1057/1280<=pK<=4229/5120,1351/5120<=pL<=169/640, 	Unknown
4229/5120<=pK<=423/512,1351/5120<=pL<=169/640, 	Unknown
2117/2560<=pK<=847/1024,673/2560<=pL<=1347/5120, 	Unknown
847/1024<=pK<=1059/1280,673/2560<=pL<=1347/5120, 	Unknown
2117/2560<=pK<=847/1024,1347/5120<=pL<=337/1280, 	Unknown
847/1024<=pK<=1059/1280,1347/5120<=pL<=337/1280, 	Unknown
1059/1280<=pK<=4237/5120,673/2560<=pL<=1347/5120, 	Unknown
4237/5120<=pK<=2119/2560,673/2560<=pL<=1347/5120, 	Unknown
1059/1280<=pK<=4237/5120,1347/5120<=pL<=337/1280, 	Unknown
4237/5120<=pK<=2119/2560,1347/5120<=pL<=337/1280, 	Unknown
2119/2560<=pK<=4239/5120,673/2560<=pL<=1347/5120, 	Unknown
4239/5120<=pK<=53/64,673/2560<=pL<=1347/5120, 	Unknown
2119/2560<=pK<=4239/5120,1347/5120<=pL<=337/1280, 	Unknown
4239/5120<=pK<=53/64,1347/5120<=pL<=337/1280, 	Unknown
529/640<=pK<=4233/5120,337/1280<=pL<=1349/5120, 	Unknown
4233/5120<=pK<=2117/2560,337/1280<=pL<=1349/5120, 	Unknown
529/640<=pK<=4233/5120,1349/5120<=pL<=135/512, 	Unknown
4233/5120<=pK<=2117/2560,1349/5120<=pL<=135/512, 	Unknown
2117/2560<=pK<=847/1024,337/1280<=pL<=1349/5120, 	Unknown
847/1024<=pK<=1059/1280,337/1280<=pL<=1349/5120, 	Unknown
2117/2560<=pK<=847/1024,1349/5120<=pL<=135/512, 	Unknown
847/1024<=pK<=1059/1280,1349/5120<=pL<=135/512, 	Unknown
53/64<=pK<=4241/5120,21/80<=pL<=269/1024, 	Unknown
4241/5120<=pK<=2121/2560,21/80<=pL<=269/1024, 	Unknown
53/64<=pK<=4241/5120,269/1024<=pL<=673/2560, 	Unknown
4241/5120<=pK<=2121/2560,269/1024<=pL<=673/2560, 	Unknown
2121/2560<=pK<=4243/5120,21/80<=pL<=269/1024, 	Unknown
4243/5120<=pK<=1061/1280,21/80<=pL<=269/1024, 	Unknown
2121/2560<=pK<=4243/5120,269/1024<=pL<=673/2560, 	Unknown
4243/5120<=pK<=1061/1280,269/1024<=pL<=673/2560, 	Unknown
53/64<=pK<=4241/5120,673/2560<=pL<=1347/5120, 	Unknown
4241/5120<=pK<=2121/2560,673/2560<=pL<=1347/5120, 	Unknown
53/64<=pK<=4241/5120,1347/5120<=pL<=337/1280, 	Unknown
4241/5120<=pK<=2121/2560,1347/5120<=pL<=337/1280, 	Unknown
1061/1280<=pK<=849/1024,21/80<=pL<=269/1024, 	Unknown
849/1024<=pK<=2123/2560,21/80<=pL<=269/1024, 	Unknown
1061/1280<=pK<=849/1024,269/1024<=pL<=673/2560, 	Unknown
849/1024<=pK<=2123/2560,269/1024<=pL<=673/2560, 	Unknown
2123/2560<=pK<=4247/5120,21/80<=pL<=269/1024, 	Unknown
4247/5120<=pK<=531/640,21/80<=pL<=269/1024, 	Unknown
2123/2560<=pK<=4247/5120,269/1024<=pL<=673/2560, 	Unknown
4247/5120<=pK<=531/640,269/1024<=pL<=673/2560, 	Unknown
17/20<=pK<=4353/5120,131/512<=pL<=1311/5120, 	Unknown
4353/5120<=pK<=2177/2560,131/512<=pL<=1311/5120, 	Unknown
17/20<=pK<=4353/5120,1311/5120<=pL<=41/160, 	Unknown
4353/5120<=pK<=2177/2560,1311/5120<=pL<=41/160, 	Unknown
2177/2560<=pK<=871/1024,131/512<=pL<=1311/5120, 	Unknown
871/1024<=pK<=1089/1280,131/512<=pL<=1311/5120, 	Unknown
2177/2560<=pK<=871/1024,1311/5120<=pL<=41/160, 	Unknown
871/1024<=pK<=1089/1280,1311/5120<=pL<=41/160, 	Unknown
1089/1280<=pK<=4357/5120,327/1280<=pL<=1309/5120, 	Unknown
4357/5120<=pK<=2179/2560,327/1280<=pL<=1309/5120, 	Unknown
1089/1280<=pK<=4357/5120,1309/5120<=pL<=131/512, 	Unknown
4357/5120<=pK<=2179/2560,1309/5120<=pL<=131/512, 	Unknown
2179/2560<=pK<=4359/5120,327/1280<=pL<=1309/5120, 	Unknown
4359/5120<=pK<=109/128,327/1280<=pL<=1309/5120, 	Unknown
2179/2560<=pK<=4359/5120,1309/5120<=pL<=131/512, 	Unknown
4359/5120<=pK<=109/128,1309/5120<=pL<=131/512, 	Unknown
1089/1280<=pK<=4357/5120,131/512<=pL<=1311/5120, 	Unknown
4357/5120<=pK<=2179/2560,131/512<=pL<=1311/5120, 	Unknown
1089/1280<=pK<=4357/5120,1311/5120<=pL<=41/160, 	Unknown
4357/5120<=pK<=2179/2560,1311/5120<=pL<=41/160, 	Unknown
1091/1280<=pK<=873/1024,653/2560<=pL<=1307/5120, 	Unknown
873/1024<=pK<=2183/2560,653/2560<=pL<=1307/5120, 	Unknown
1091/1280<=pK<=873/1024,1307/5120<=pL<=327/1280, 	Unknown
873/1024<=pK<=2183/2560,1307/5120<=pL<=327/1280, 	Unknown
2183/2560<=pK<=4367/5120,653/2560<=pL<=1307/5120, 	Unknown
4367/5120<=pK<=273/320,653/2560<=pL<=1307/5120, 	Unknown
2183/2560<=pK<=4367/5120,1307/5120<=pL<=327/1280, 	Unknown
4367/5120<=pK<=273/320,1307/5120<=pL<=327/1280, 	Unknown
109/128<=pK<=4361/5120,327/1280<=pL<=1309/5120, 	Unknown
4361/5120<=pK<=2181/2560,327/1280<=pL<=1309/5120, 	Unknown
109/128<=pK<=4361/5120,1309/5120<=pL<=131/512, 	Unknown
4361/5120<=pK<=2181/2560,1309/5120<=pL<=131/512, 	Unknown
2181/2560<=pK<=4363/5120,327/1280<=pL<=1309/5120, 	Unknown
4363/5120<=pK<=1091/1280,327/1280<=pL<=1309/5120, 	Unknown
2181/2560<=pK<=4363/5120,1309/5120<=pL<=131/512, 	Unknown
4363/5120<=pK<=1091/1280,1309/5120<=pL<=131/512, 	Unknown
1091/1280<=pK<=873/1024,327/1280<=pL<=1309/5120, 	Unknown
873/1024<=pK<=2183/2560,327/1280<=pL<=1309/5120, 	Unknown
1091/1280<=pK<=873/1024,1309/5120<=pL<=131/512, 	Unknown
873/1024<=pK<=2183/2560,1309/5120<=pL<=131/512, 	Unknown
547/640<=pK<=4377/5120,651/2560<=pL<=1303/5120, 	Unknown
4377/5120<=pK<=2189/2560,651/2560<=pL<=1303/5120, 	Unknown
547/640<=pK<=4377/5120,1303/5120<=pL<=163/640, 	Unknown
4377/5120<=pK<=2189/2560,1303/5120<=pL<=163/640, 	Unknown
2189/2560<=pK<=4379/5120,651/2560<=pL<=1303/5120, 	Unknown
4379/5120<=pK<=219/256,651/2560<=pL<=1303/5120, 	Unknown
2189/2560<=pK<=4379/5120,1303/5120<=pL<=163/640, 	Unknown
4379/5120<=pK<=219/256,1303/5120<=pL<=163/640, 	Unknown
219/256<=pK<=4381/5120,651/2560<=pL<=1303/5120, 	Unknown
4381/5120<=pK<=2191/2560,651/2560<=pL<=1303/5120, 	Unknown
219/256<=pK<=4381/5120,1303/5120<=pL<=163/640, 	Unknown
4381/5120<=pK<=2191/2560,1303/5120<=pL<=163/640, 	Unknown
2191/2560<=pK<=4383/5120,651/2560<=pL<=1303/5120, 	Unknown
4383/5120<=pK<=137/160,651/2560<=pL<=1303/5120, 	Unknown
2191/2560<=pK<=4383/5120,1303/5120<=pL<=163/640, 	Unknown
4383/5120<=pK<=137/160,1303/5120<=pL<=163/640, 	Unknown
437/512<=pK<=4371/5120,163/640<=pL<=261/1024, 	Unknown
4371/5120<=pK<=1093/1280,163/640<=pL<=261/1024, 	Unknown
437/512<=pK<=4371/5120,261/1024<=pL<=653/2560, 	Unknown
4371/5120<=pK<=1093/1280,261/1024<=pL<=653/2560, 	Unknown
273/320<=pK<=4369/5120,653/2560<=pL<=1307/5120, 	Unknown
4369/5120<=pK<=437/512,653/2560<=pL<=1307/5120, 	Unknown
273/320<=pK<=4369/5120,1307/5120<=pL<=327/1280, 	Unknown
4369/5120<=pK<=437/512,1307/5120<=pL<=327/1280, 	Unknown
437/512<=pK<=4371/5120,653/2560<=pL<=1307/5120, 	Unknown
4371/5120<=pK<=1093/1280,653/2560<=pL<=1307/5120, 	Unknown
437/512<=pK<=4371/5120,1307/5120<=pL<=327/1280, 	Unknown
4371/5120<=pK<=1093/1280,1307/5120<=pL<=327/1280, 	Unknown
1093/1280<=pK<=4373/5120,163/640<=pL<=261/1024, 	Unknown
4373/5120<=pK<=2187/2560,163/640<=pL<=261/1024, 	Unknown
1093/1280<=pK<=4373/5120,261/1024<=pL<=653/2560, 	Unknown
4373/5120<=pK<=2187/2560,261/1024<=pL<=653/2560, 	Unknown
2187/2560<=pK<=875/1024,163/640<=pL<=261/1024, 	Unknown
875/1024<=pK<=547/640,163/640<=pL<=261/1024, 	Unknown
2187/2560<=pK<=875/1024,261/1024<=pL<=653/2560, 	Unknown
875/1024<=pK<=547/640,261/1024<=pL<=653/2560, 	Unknown
547/640<=pK<=4377/5120,163/640<=pL<=261/1024, 	Unknown
4377/5120<=pK<=2189/2560,163/640<=pL<=261/1024, 	Unknown
547/640<=pK<=4377/5120,261/1024<=pL<=653/2560, 	Unknown
4377/5120<=pK<=2189/2560,261/1024<=pL<=653/2560, 	Unknown
1101/1280<=pK<=881/1024,647/2560<=pL<=259/1024, 	Unknown
881/1024<=pK<=2203/2560,647/2560<=pL<=259/1024, 	Unknown
1101/1280<=pK<=881/1024,259/1024<=pL<=81/320, 	Unknown
881/1024<=pK<=2203/2560,259/1024<=pL<=81/320, 	Unknown
2203/2560<=pK<=4407/5120,647/2560<=pL<=259/1024, 	Unknown
4407/5120<=pK<=551/640,647/2560<=pL<=259/1024, 	Unknown
2203/2560<=pK<=4407/5120,259/1024<=pL<=81/320, 	Unknown
4407/5120<=pK<=551/640,259/1024<=pL<=81/320, 	Unknown
441/512<=pK<=4411/5120,323/1280<=pL<=1293/5120, 	Unknown
4411/5120<=pK<=1103/1280,323/1280<=pL<=1293/5120, 	Unknown
441/512<=pK<=4411/5120,1293/5120<=pL<=647/2560, 	Unknown
4411/5120<=pK<=1103/1280,1293/5120<=pL<=647/2560, 	Unknown
551/640<=pK<=4409/5120,647/2560<=pL<=259/1024, 	Unknown
4409/5120<=pK<=441/512,647/2560<=pL<=259/1024, 	Unknown
551/640<=pK<=4409/5120,259/1024<=pL<=81/320, 	Unknown
4409/5120<=pK<=441/512,259/1024<=pL<=81/320, 	Unknown
441/512<=pK<=4411/5120,647/2560<=pL<=259/1024, 	Unknown
4411/5120<=pK<=1103/1280,647/2560<=pL<=259/1024, 	Unknown
441/512<=pK<=4411/5120,259/1024<=pL<=81/320, 	Unknown
4411/5120<=pK<=1103/1280,259/1024<=pL<=81/320, 	Unknown
1103/1280<=pK<=4413/5120,323/1280<=pL<=1293/5120, 	Unknown
4413/5120<=pK<=2207/2560,323/1280<=pL<=1293/5120, 	Unknown
1103/1280<=pK<=4413/5120,1293/5120<=pL<=647/2560, 	Unknown
4413/5120<=pK<=2207/2560,1293/5120<=pL<=647/2560, 	Unknown
2207/2560<=pK<=883/1024,323/1280<=pL<=1293/5120, 	Unknown
883/1024<=pK<=69/80,323/1280<=pL<=1293/5120, 	Unknown
2207/2560<=pK<=883/1024,1293/5120<=pL<=647/2560, 	Unknown
883/1024<=pK<=69/80,1293/5120<=pL<=647/2560, 	Unknown
439/512<=pK<=4391/5120,649/2560<=pL<=1299/5120, 	Unknown
4391/5120<=pK<=549/640,649/2560<=pL<=1299/5120, 	Unknown
439/512<=pK<=4391/5120,1299/5120<=pL<=65/256, 	Unknown
4391/5120<=pK<=549/640,1299/5120<=pL<=65/256, 	Unknown
137/160<=pK<=877/1024,65/256<=pL<=1301/5120, 	Unknown
877/1024<=pK<=2193/2560,65/256<=pL<=1301/5120, 	Unknown
137/160<=pK<=877/1024,1301/5120<=pL<=651/2560, 	Unknown
877/1024<=pK<=2193/2560,1301/5120<=pL<=651/2560, 	Unknown
2193/2560<=pK<=4387/5120,65/256<=pL<=1301/5120, 	Unknown
4387/5120<=pK<=1097/1280,65/256<=pL<=1301/5120, 	Unknown
2193/2560<=pK<=4387/5120,1301/5120<=pL<=651/2560, 	Unknown
4387/5120<=pK<=1097/1280,1301/5120<=pL<=651/2560, 	Unknown
137/160<=pK<=877/1024,651/2560<=pL<=1303/5120, 	Unknown
877/1024<=pK<=2193/2560,651/2560<=pL<=1303/5120, 	Unknown
137/160<=pK<=877/1024,1303/5120<=pL<=163/640, 	Unknown
877/1024<=pK<=2193/2560,1303/5120<=pL<=163/640, 	Unknown
1097/1280<=pK<=4389/5120,65/256<=pL<=1301/5120, 	Unknown
4389/5120<=pK<=439/512,65/256<=pL<=1301/5120, 	Unknown
1097/1280<=pK<=4389/5120,1301/5120<=pL<=651/2560, 	Unknown
4389/5120<=pK<=439/512,1301/5120<=pL<=651/2560, 	Unknown
439/512<=pK<=4391/5120,65/256<=pL<=1301/5120, 	Unknown
4391/5120<=pK<=549/640,65/256<=pL<=1301/5120, 	Unknown
439/512<=pK<=4391/5120,1301/5120<=pL<=651/2560, 	Unknown
4391/5120<=pK<=549/640,1301/5120<=pL<=651/2560, 	Unknown
549/640<=pK<=4393/5120,649/2560<=pL<=1299/5120, 	Unknown
4393/5120<=pK<=2197/2560,649/2560<=pL<=1299/5120, 	Unknown
549/640<=pK<=4393/5120,1299/5120<=pL<=65/256, 	Unknown
4393/5120<=pK<=2197/2560,1299/5120<=pL<=65/256, 	Unknown
2197/2560<=pK<=879/1024,649/2560<=pL<=1299/5120, 	Unknown
879/1024<=pK<=1099/1280,649/2560<=pL<=1299/5120, 	Unknown
2197/2560<=pK<=879/1024,1299/5120<=pL<=65/256, 	Unknown
879/1024<=pK<=1099/1280,1299/5120<=pL<=65/256, 	Unknown
1099/1280<=pK<=4397/5120,81/320<=pL<=1297/5120, 	Unknown
4397/5120<=pK<=2199/2560,81/320<=pL<=1297/5120, 	Unknown
1099/1280<=pK<=4397/5120,1297/5120<=pL<=649/2560, 	Unknown
4397/5120<=pK<=2199/2560,1297/5120<=pL<=649/2560, 	Unknown
2199/2560<=pK<=4399/5120,81/320<=pL<=1297/5120, 	Unknown
4399/5120<=pK<=55/64,81/320<=pL<=1297/5120, 	Unknown
2199/2560<=pK<=4399/5120,1297/5120<=pL<=649/2560, 	Unknown
4399/5120<=pK<=55/64,1297/5120<=pL<=649/2560, 	Unknown
1099/1280<=pK<=4397/5120,649/2560<=pL<=1299/5120, 	Unknown
4397/5120<=pK<=2199/2560,649/2560<=pL<=1299/5120, 	Unknown
1099/1280<=pK<=4397/5120,1299/5120<=pL<=65/256, 	Unknown
4397/5120<=pK<=2199/2560,1299/5120<=pL<=65/256, 	Unknown
55/64<=pK<=4401/5120,81/320<=pL<=1297/5120, 	Unknown
4401/5120<=pK<=2201/2560,81/320<=pL<=1297/5120, 	Unknown
55/64<=pK<=4401/5120,1297/5120<=pL<=649/2560, 	Unknown
4401/5120<=pK<=2201/2560,1297/5120<=pL<=649/2560, 	Unknown
2201/2560<=pK<=4403/5120,81/320<=pL<=1297/5120, 	Unknown
4403/5120<=pK<=1101/1280,81/320<=pL<=1297/5120, 	Unknown
2201/2560<=pK<=4403/5120,1297/5120<=pL<=649/2560, 	Unknown
4403/5120<=pK<=1101/1280,1297/5120<=pL<=649/2560, 	Unknown
1101/1280<=pK<=881/1024,81/320<=pL<=1297/5120, 	Unknown
881/1024<=pK<=2203/2560,81/320<=pL<=1297/5120, 	Unknown
1101/1280<=pK<=881/1024,1297/5120<=pL<=649/2560, 	Unknown
881/1024<=pK<=2203/2560,1297/5120<=pL<=649/2560, 	Unknown
443/512<=pK<=4431/5120,643/2560<=pL<=1287/5120, 	Unknown
4431/5120<=pK<=277/320,643/2560<=pL<=1287/5120, 	Unknown
443/512<=pK<=4431/5120,1287/5120<=pL<=161/640, 	Unknown
4431/5120<=pK<=277/320,1287/5120<=pL<=161/640, 	Unknown
2209/2560<=pK<=4419/5120,129/512<=pL<=1291/5120, 	Unknown
4419/5120<=pK<=221/256,129/512<=pL<=1291/5120, 	Unknown
2209/2560<=pK<=4419/5120,1291/5120<=pL<=323/1280, 	Unknown
4419/5120<=pK<=221/256,1291/5120<=pL<=323/1280, 	Unknown
221/256<=pK<=4421/5120,129/512<=pL<=1291/5120, 	Unknown
4421/5120<=pK<=2211/2560,129/512<=pL<=1291/5120, 	Unknown
221/256<=pK<=4421/5120,1291/5120<=pL<=323/1280, 	Unknown
4421/5120<=pK<=2211/2560,1291/5120<=pL<=323/1280, 	Unknown
2211/2560<=pK<=4423/5120,129/512<=pL<=1291/5120, 	Unknown
4423/5120<=pK<=553/640,129/512<=pL<=1291/5120, 	Unknown
2211/2560<=pK<=4423/5120,1291/5120<=pL<=323/1280, 	Unknown
4423/5120<=pK<=553/640,1291/5120<=pL<=323/1280, 	Unknown
69/80<=pK<=4417/5120,323/1280<=pL<=1293/5120, 	Unknown
4417/5120<=pK<=2209/2560,323/1280<=pL<=1293/5120, 	Unknown
69/80<=pK<=4417/5120,1293/5120<=pL<=647/2560, 	Unknown
4417/5120<=pK<=2209/2560,1293/5120<=pL<=647/2560, 	Unknown
2209/2560<=pK<=4419/5120,323/1280<=pL<=1293/5120, 	Unknown
4419/5120<=pK<=221/256,323/1280<=pL<=1293/5120, 	Unknown
2209/2560<=pK<=4419/5120,1293/5120<=pL<=647/2560, 	Unknown
4419/5120<=pK<=221/256,1293/5120<=pL<=647/2560, 	Unknown
553/640<=pK<=885/1024,161/640<=pL<=1289/5120, 	Unknown
885/1024<=pK<=2213/2560,161/640<=pL<=1289/5120, 	Unknown
553/640<=pK<=885/1024,1289/5120<=pL<=129/512, 	Unknown
885/1024<=pK<=2213/2560,1289/5120<=pL<=129/512, 	Unknown
2213/2560<=pK<=4427/5120,161/640<=pL<=1289/5120, 	Unknown
4427/5120<=pK<=1107/1280,161/640<=pL<=1289/5120, 	Unknown
2213/2560<=pK<=4427/5120,1289/5120<=pL<=129/512, 	Unknown
4427/5120<=pK<=1107/1280,1289/5120<=pL<=129/512, 	Unknown
553/640<=pK<=885/1024,129/512<=pL<=1291/5120, 	Unknown
885/1024<=pK<=2213/2560,129/512<=pL<=1291/5120, 	Unknown
553/640<=pK<=885/1024,1291/5120<=pL<=323/1280, 	Unknown
885/1024<=pK<=2213/2560,1291/5120<=pL<=323/1280, 	Unknown
1107/1280<=pK<=4429/5120,161/640<=pL<=1289/5120, 	Unknown
4429/5120<=pK<=443/512,161/640<=pL<=1289/5120, 	Unknown
1107/1280<=pK<=4429/5120,1289/5120<=pL<=129/512, 	Unknown
4429/5120<=pK<=443/512,1289/5120<=pL<=129/512, 	Unknown
443/512<=pK<=4431/5120,161/640<=pL<=1289/5120, 	Unknown
4431/5120<=pK<=277/320,161/640<=pL<=1289/5120, 	Unknown
443/512<=pK<=4431/5120,1289/5120<=pL<=129/512, 	Unknown
4431/5120<=pK<=277/320,1289/5120<=pL<=129/512, 	Unknown
277/320<=pK<=4433/5120,643/2560<=pL<=1287/5120, 	Unknown
4433/5120<=pK<=2217/2560,643/2560<=pL<=1287/5120, 	Unknown
277/320<=pK<=4433/5120,1287/5120<=pL<=161/640, 	Unknown
4433/5120<=pK<=2217/2560,1287/5120<=pL<=161/640, 	Unknown
2217/2560<=pK<=887/1024,643/2560<=pL<=1287/5120, 	Unknown
887/1024<=pK<=1109/1280,643/2560<=pL<=1287/5120, 	Unknown
2217/2560<=pK<=887/1024,1287/5120<=pL<=161/640, 	Unknown
887/1024<=pK<=1109/1280,1287/5120<=pL<=161/640, 	Unknown
2219/2560<=pK<=4439/5120,321/1280<=pL<=257/1024, 	Unknown
4439/5120<=pK<=111/128,321/1280<=pL<=257/1024, 	Unknown
2219/2560<=pK<=4439/5120,257/1024<=pL<=643/2560, 	Unknown
4439/5120<=pK<=111/128,257/1024<=pL<=643/2560, 	Unknown
1109/1280<=pK<=4437/5120,643/2560<=pL<=1287/5120, 	Unknown
4437/5120<=pK<=2219/2560,643/2560<=pL<=1287/5120, 	Unknown
1109/1280<=pK<=4437/5120,1287/5120<=pL<=161/640, 	Unknown
4437/5120<=pK<=2219/2560,1287/5120<=pL<=161/640, 	Unknown
2219/2560<=pK<=4439/5120,643/2560<=pL<=1287/5120, 	Unknown
4439/5120<=pK<=111/128,643/2560<=pL<=1287/5120, 	Unknown
2219/2560<=pK<=4439/5120,1287/5120<=pL<=161/640, 	Unknown
4439/5120<=pK<=111/128,1287/5120<=pL<=161/640, 	Unknown
1111/1280<=pK<=889/1024,641/2560<=pL<=1283/5120, 	Unknown
889/1024<=pK<=2223/2560,641/2560<=pL<=1283/5120, 	Unknown
1111/1280<=pK<=889/1024,1283/5120<=pL<=321/1280, 	Unknown
889/1024<=pK<=2223/2560,1283/5120<=pL<=321/1280, 	Unknown
2223/2560<=pK<=4447/5120,641/2560<=pL<=1283/5120, 	Unknown
4447/5120<=pK<=139/160,641/2560<=pL<=1283/5120, 	Unknown
2223/2560<=pK<=4447/5120,1283/5120<=pL<=321/1280, 	Unknown
4447/5120<=pK<=139/160,1283/5120<=pL<=321/1280, 	Unknown
111/128<=pK<=4441/5120,321/1280<=pL<=257/1024, 	Unknown
4441/5120<=pK<=2221/2560,321/1280<=pL<=257/1024, 	Unknown
111/128<=pK<=4441/5120,257/1024<=pL<=643/2560, 	Unknown
4441/5120<=pK<=2221/2560,257/1024<=pL<=643/2560, 	Unknown
2221/2560<=pK<=4443/5120,321/1280<=pL<=257/1024, 	Unknown
4443/5120<=pK<=1111/1280,321/1280<=pL<=257/1024, 	Unknown
2221/2560<=pK<=4443/5120,257/1024<=pL<=643/2560, 	Unknown
4443/5120<=pK<=1111/1280,257/1024<=pL<=643/2560, 	Unknown
1111/1280<=pK<=889/1024,321/1280<=pL<=257/1024, 	Unknown
889/1024<=pK<=2223/2560,321/1280<=pL<=257/1024, 	Unknown
1111/1280<=pK<=889/1024,257/1024<=pL<=643/2560, 	Unknown
889/1024<=pK<=2223/2560,257/1024<=pL<=643/2560, 	Unknown
139/160<=pK<=4449/5120,641/2560<=pL<=1283/5120, 	Unknown
4449/5120<=pK<=445/512,641/2560<=pL<=1283/5120, 	Unknown
139/160<=pK<=4449/5120,1283/5120<=pL<=321/1280, 	Unknown
4449/5120<=pK<=445/512,1283/5120<=pL<=321/1280, 	Unknown
445/512<=pK<=4451/5120,641/2560<=pL<=1283/5120, 	Unknown
4451/5120<=pK<=1113/1280,641/2560<=pL<=1283/5120, 	Unknown
445/512<=pK<=4451/5120,1283/5120<=pL<=321/1280, 	Unknown
4451/5120<=pK<=1113/1280,1283/5120<=pL<=321/1280, 	Unknown
1113/1280<=pK<=4453/5120,1/4<=pL<=1281/5120, 	Unknown
4453/5120<=pK<=2227/2560,1/4<=pL<=1281/5120, 	Unknown
1113/1280<=pK<=4453/5120,1281/5120<=pL<=641/2560, 	Unknown
4453/5120<=pK<=2227/2560,1281/5120<=pL<=641/2560, 	Unknown
2227/2560<=pK<=891/1024,1/4<=pL<=1281/5120, 	Unknown
891/1024<=pK<=557/640,1/4<=pL<=1281/5120, 	Unknown
2227/2560<=pK<=891/1024,1281/5120<=pL<=641/2560, 	Unknown
891/1024<=pK<=557/640,1281/5120<=pL<=641/2560, 	Unknown
1113/1280<=pK<=4453/5120,641/2560<=pL<=1283/5120, 	Unknown
4453/5120<=pK<=2227/2560,641/2560<=pL<=1283/5120, 	Unknown
1113/1280<=pK<=4453/5120,1283/5120<=pL<=321/1280, 	Unknown
4453/5120<=pK<=2227/2560,1283/5120<=pL<=321/1280, 	Unknown
557/640<=pK<=4457/5120,1/4<=pL<=1281/5120, 	Unknown
4457/5120<=pK<=2229/2560,1/4<=pL<=1281/5120, 	Unknown
557/640<=pK<=4457/5120,1281/5120<=pL<=641/2560, 	Unknown
4457/5120<=pK<=2229/2560,1281/5120<=pL<=641/2560, 	Unknown
2229/2560<=pK<=4459/5120,1/4<=pL<=1281/5120, 	Unknown
4459/5120<=pK<=223/256,1/4<=pL<=1281/5120, 	Unknown
2229/2560<=pK<=4459/5120,1281/5120<=pL<=641/2560, 	Unknown
4459/5120<=pK<=223/256,1281/5120<=pL<=641/2560, 	Unknown
1407/2560<=pK<=563/1024,1013/2560<=pL<=2027/5120, 	Unknown
563/1024<=pK<=11/20,1013/2560<=pL<=2027/5120, 	Unknown
1407/2560<=pK<=563/1024,2027/5120<=pL<=507/1280, 	Unknown
563/1024<=pK<=11/20,2027/5120<=pL<=507/1280, 	Unknown
351/640<=pK<=2809/5120,203/512<=pL<=2031/5120, 	Unknown
2809/5120<=pK<=281/512,203/512<=pL<=2031/5120, 	Unknown
351/640<=pK<=2809/5120,2031/5120<=pL<=127/320, 	Unknown
2809/5120<=pK<=281/512,2031/5120<=pL<=127/320, 	Unknown
281/512<=pK<=2811/5120,203/512<=pL<=2031/5120, 	Unknown
2811/5120<=pK<=703/1280,203/512<=pL<=2031/5120, 	Unknown
281/512<=pK<=2811/5120,2031/5120<=pL<=127/320, 	Unknown
2811/5120<=pK<=703/1280,2031/5120<=pL<=127/320, 	Unknown
703/1280<=pK<=2813/5120,507/1280<=pL<=2029/5120, 	Unknown
2813/5120<=pK<=1407/2560,507/1280<=pL<=2029/5120, 	Unknown
703/1280<=pK<=2813/5120,2029/5120<=pL<=203/512, 	Unknown
2813/5120<=pK<=1407/2560,2029/5120<=pL<=203/512, 	Unknown
